,headline,body
352,"Northeast Delhi violence: 436 cases filed, over 1,400 held or detained","New Delhi: The Delhi Police has registered 436 FIRs and arrested or detained 1,427 people in connection with the communal violence in northeast Delhi, an officer said on Tuesday. Forty-five of the cases were registered under the Arms Act, the officer said.According to police, the police control room (PCR) did not receive calls of rioting in the past six days.The situation in the riot-affected areas is under control, the police said.On Tuesday, Mohammed Shahrukh, who was seen confronting an unarmed police personnel during violence at Maujpur last week, was arrested from Uttar Pradesh's Shamli district, police said.This story has been published from a wire agency feed without modifications to the text. Only the headline has been changed."
353,No threat to IPL due to coronavirus: BCCI President Sourav Ganguly,"There is no threat to the Indian Premier League due to the novel coronavirus outbreak, said BCCI President Sourav Ganguly. He also asserted that the South Africa series is on as per schedule and there is no threat.The three-match series is beginning with the first ODI on March 12 at Dharamsala.""Nothing in India. Not even discussed it (Coronovirus),"" Ganguly said here.IPL Governing Council chairman Brajesh Patel also ruled out any threat but said they are keeping a watch. ""There is no threat as of now and we are keeping a tab (on the situation).""The IPL begins with a clash between Mumbai Indians and Chennai Super Kings at the Wankhede Stadium on March 29."
354,"Fundraising, profitability crucial for co-working startups this year","BENGALURU :After a phase of rapid expansion, co-working startups are looking to raise fresh capital and turn profitable to support the next leg of growth, as demand for collaborative workspaces remains high in India. The dynamics of collaborative workspaces are also changing and moving towards enterprise clients with long-term commitments, and building customized products, rather than chasing smaller startups and entrepreneurs, and leasing individual desks, or seats.Top operators, such as WeWork India, Smartworks Coworking Space Pvt. Ltd, Awfis Space Solutions Ltd and Table Space Technologies, along with smaller firms, such as IndiQube and CoWrks, make up over 80% of flexible space leasing and are looking at strategic expansion through an asset-light or revenue sharing model, to burn less cash.“The co-working market today is driven mainly by the top operators with multi-city presence. Expansion was the focus so far, but now that it’s an established form of business, they are looking at profitability, raising capital and the operational part. It’s a volume-driven business, so operators are looking at prime locations, larger clients,"" said Viral Desai, national director, office transactions, Knight Frank India.IndiQube, which had raised capital from WestBridge Capital India Advisors in 2018, is looking to raise $30-50 million to fuel expansion as the Bengaluru-based firm looks to nearly double its 2.5 million sq.ft operational space in the next 12-15 months.“Larger enterprises are asking for bigger spaces. The momentum has built up and we need a new round of funding for further expansion. We are undertaking buildings that can be upgraded or converted to office spaces as well as distress assets stuck with lenders,"" said Rishi Das, co-founder and chief executive officer (CEO), IndiQube. The firm has already turned profitable.WeWork India has already added 5,000 seats this year and plans to touch 10,000 seats by June. However, a lot also rides on the fundraising plans it had announced last October to support growth. The Indian affiliate of the New York-based We Co. also plans to turn profitable this year.“While we continue to grow and hold on to our market share, the larger focus is on profitability. Capital is a big driver, on how fast or slow we grow. Unlike earlier, when we tried to grow fast, we are now looking at deals where the desks we are adding are funded by landlords, in fully-funded management contracts or revenue sharing,"" said Karan Virwani, who heads WeWork India.Even Bengaluru-based CoWrks, which had said last year that it will raise $50 million, is still self-funded and not raised any external capital so far. Abhishek Goenka, CEO, CoWrks, said while it will add 15,000-20,000 seats this year, no one is building speculatively anymore and are moving towards built-to-suit facilities.India’s co-working segment has seen significant growth in recent years and is now a catalyst of sorts for modern workspaces. The share of co-working in total office leasing spiked from 8% in 2018 to 14% in 2019, according to JLL India estimates.Smartworks Coworking Space Pvt. Ltd, which turned profitable last year, and raised $25 million from Singapore’s Keppel Land last year, follows the traditional deal with landlords, and has started taking up larger spaces across the top nine Indian cities. “Today, everyone is focusing on profitability rather than just achieving the topline and there is no irrational expansion,"" Smartworks founder Neetesh Sarda said.Awfis Space Solutions Ltd, one of the largest and well-funded co-working startups, plans to set up centres in even smaller cities such as Kochi, Ahmedabad and Indore.Awfis founder and CEO Amit Ramani said the startup has adopted various formats, including managed aggregation in partnership with landlords and an asset-light model, besides offering a few seats for small businesses, and providing up to 1,000 seats for a large enterprise."
355,Dow plunges 3% as Fed's emergency rate cut spooks Wall Street,"Wall Street stocks fell further Tuesday afternoon as markets reacted skeptically to the Federal Reserve's surprise interest rate cuts to boost the US economy. Near 1905 GMT, the benchmark Dow Jones Industrial Average stood at 25,837.44, down 3.2 percent or 865 points.The broad-based S&P 500 shed 3.1 percent to 2,993.84, while the tech-rich Nasdaq Composite Index slid 3.3 percent to 8,653.23.Stocks initially rallied after the Fed's surprise rate cut announcement, but equities later pulled back as investors questioned whether the move suggested the US economy was on shakier ground than previously thought.It was the Federal Reserve's first emergency rate cut since the 2008 financial crisis, underscoring how grave the central bank views the fast-evolving situation.""The market reaction now is negative because the Fed sent the wrong message to the market,"" said Peter Cardillo, chief market economist at Spartan Capital Securities in New York.""All of a sudden the Fed is really worried about the economy and this is the reason why we are having this volatility.""Earlier in the day, Fed Chair Jerome Powell took part in a Group of Seven conference call, which pledged appropriate actions to support the economies.The US central bank cut rates three times in 2019 and has since held fire amid signs of improving growth after a Phase-1 trade deal between the United States and China.Bank stocks, which tend to outperform when interest rates are higher, dropped 3.4%, while the broader financials sector fell 2.6%. Five of the 11 major S&P sectors were trading higher.""The rate cut underscores the magnitude of the problem that the global economy is facing,"" said Peter Kenny, founder of Kenny's Commentary LLC and Strategic Board Solutions LLC in New York.""Normally, markets would welcome a rate cut, and they were hoping for it. Now that we've got it, the question is what's next.""Healthcare equipment maker Thermo Fisher Scientific, rose 3% after it launched a $11.6 billion bid for German genetic testing company Qiagen.Electric-car maker Tesla rose 3% after brokerage JMP Securities upgraded the stock to ""market perform"".This story has been published from a wire agency feed without modifications to the text. Only the headline has been changed."
356,Majority of promising AI startups are still based in the US: Study,"Washington: The most promising startups using artificial intelligence are US-based companies working in the fields of health care, retail and transportation, according to a study that looked at budding AI companies around the world. Of the top 100 startups in AI, 65% were based in the U.S., though some of those had dual headquarters in China or elsewhere, according to the analysis by CB Insights, a tech research group that analyzed data on close to 5,000 startups around the world.“These would be companies to watch that are doing really interesting research in AI,"" said Deepashri Varadharajan, the lead analyst on the report. “Some of them might get acquired. Some might have successful product launches.""The research group considered venture capital investment, patent activity and market potential to develop its list of the companies most likely to succeed. The high percentage of U.S.-based companies reflect the country’s historical dominance in AI research, Varadharajan said.More than 4,300 startups in 80 countries have raised $83 billion since 2014, including $26.6 billion just last year, according to CB Insights. While the dollar figures for investment have grown rapidly, the share of U.S.-based investments dropped in that period to 39% from 71%.“The U.S. still has the most number of deals, but that deal share has started to drop as other countries are starting to fund technologies,"" she said. “The vast majority are automating specific tasks in white-collar settings.""That echoes a Brookings Institution study last year that found white-collar jobs are most likely to see an impact from AI, particularly in the life sciences and computer industries.Top ranked firms in the CB Insights ranking included several unicorns, or startups whose private valuations reached $1 billion or more. These include the following: Butterfly Network, which is building an ultrasound device that uses AI-assisted diagnostics; Faire Wholesale Inc., which helps local retailers determine what goods are predicted to sell best in specific locations, and DataRobot, whose tools help companies develop their own AI applications.Some of the startups already have begun work with larger companies, including Caspar.AI, a U.S. and Japan-based firm that’s working with Panasonic Corp. on smart home products and ClimaCell Inc., a climate-monitoring firm that’s partnered with Alphabet Inc.’s Google, JetBlue Airways Corp. and Delta Air Lines Inc. Google also is working with U.K.-based InstaDeep Ltd., which builds AI systems for other companies in the fields of logistics, energy and electronic design.What the companies have in common is that they are addressing a need within specific industries and, in many cases, breaking through bottlenecks, Varadharajan said.“You can be using AI, that’s great, but is there a problem that you’re trying to solve?"" she said. “It can be an industry-specific need or pushing the boundaries of core research itself.""The health-care startups were looking at diagnostics, health monitoring and enhancing imaging. AI companies are working to develop commuter modeling, waste recycling and mapping for city planning. Improving the energy grid, anti-fraud features in the finance industry, and indoor farming are some of the other areas where AI is being used.Some future trends she pointed to include energy efficiency, improving quantum computing and doctored videos called deepfakes.This story has been published from a wire agency feed without modifications to the text. Only the headline has been changed."
357,"Mint Globetrotter Index: Take a trip to Barcelona, Spain","The Mint Globetrotter Index compares the cost of 25 essential travel spends for 50 cities across regions. The analysis, published on May 15, can be seen on www.livemint.com/globetrotter2019. Today, in this space, Mint Money will list these 25 spends for a city and compare it with Delhi. A trip to Barcelona, Spain Click here to see the enlarged version of the graphicA trip to Barcelona, Spain Click here to see the enlarged version of the graphic"
358,Pope 'tests negative for coronavirus' as Vatican ups controls,"Pope Francis, who is suffering from a cold, has tested negative for the coronavirus, an Italian newspaper reported Tuesday, as Italy battles Europe's worst outbreak. Vatican spokesman Matteo Bruni did not respond to an AFP request for comment on the Messaggero newspaper report, and sources said it was unlikely the Holy See would comment on the pope's health Tuesday.Francis cancelled a Lent retreat for the first time in his papacy this weekend, after axing all public meetings at the end of last week over the cold.""Unfortunately, a cold forced me not to take part this year,"" the 83-year-old pontiff told a crowd on Saint Peter's Square after suffering two coughing fits while reciting his traditional Angelus Prayer.The new coronavirus has spread from China across much of the world, Italy among the worst affected with over 2,000 people infected and 52 deaths.The Argentine-born pope has been seen coughing and blowing his nose for days.With rumours swirling that the pope himself had come down with COVID-19, the Vatican issued a formal denial on Sunday.""There is no evidence to suggest a diagnosis of anything other than a slight ailment,"" a spokesman told AFP.Francis was tested for the disease last Wednesday after showing cold symptoms following a period outside in the wind.- Controls tightened -The Vatican has been projecting an image of calm, releasing a pre-recorded message from the pope on Tuesday and stressing that he was still scheduled to deliver his Angelus Prayer on Sunday.But the vast crowds that usually throng Saint Peter's Square, and the queues that snake in front of the museums are gone.The Vatican is set to supply staff working in close contact with tourists with masks and gloves, the Messaggero reported.The pope has enjoyed a life of good health despite losing part of a lung as a young man and suffered from sciatica -- a nerve condition that causes pain in his hip.Yet he rarely cancels appointments and normally takes extra time to mingle with supporters and the faithful.The Vatican itself has had at least one coronavirus-related scare.The offices of a French priest working at the Vatican's ministry of communication were disinfected on Monday, following the quarantine of his community of 20 priests from Rome's Church of St Louis of the French.They had been in contact with a priest who returned to Paris in mid-February and tested positive for the virus last week.On Monday, an internal letter leaked to the press was sent to the staff at the ministry, saying the ministry employee was in isolation but ""is well and showing no symptoms"".Vatican experts said fear over the virus in the tiny city state was particularly acute because many residents were elderly.Among those most at risk is retired ex-pope Benedict XVI, 92, who lives in a small former monastery inside the Vatican.Benedict in 2013 became the first pope in 600 years to resign, citing health reasons.The Swiss Guards, who control those who come in and out of the Vatican and move around its grounds, have tightened checks at its five gates and reduced access to Benedict's home, the Stampa daily said.This story has been published from a wire agency feed without modifications to the text. Only the headline has been changed."
359,NMC’s Shetty looks to sell pharma business,"DUBAI :NMC Health Plc founder Bavaguthu Raghuram Shetty is considering selling his Abu Dhabi-based pharmaceuticals business, Neopharma, after drawing interest from potential investors, according to people with knowledge of the matter. Shetty, who resigned as chairman of the troubled hospital operator last month, has been approached by parties, including regional investors and family offices, the people said, asking not to be identified because the matter is private. Neopharma could be valued at between $700 million and $1 billion, they said.The Indian entrepreneur, who left over concerns that he may have misreported the size of his stake in NMC, may sell all or part of Neopharma and use the proceeds to repay loans, the people said.Talks are in preliminary stages and Shetty may decide not to proceed, they said. Neopharma operates in about 50 countries in the Middle East, Africa and Asia.A spokesman for Shetty’s BRS Ventures, which holds 30 companies including NMC and financial services firm Finablr Plc., declined to comment.Shetty is working with Houlihan Lokey Inc. to explore strategic options for BRS Ventures after NMC became entangled in allegations of fraud.Shetty had been considering selling shares in Neopharma before a December report by short seller Carson Block alleged NMC had overpaid for assets, inflated cash balances and understated debt.Since then, the hospital operator has lost two-thirds of its value and five of 11 board members have either been fired or resigned amid a series of financial improprieties.On Monday, NMC asked lenders for a reprieve on its debt. Meanwhile, Moody’s Investors Service slashed its rating by five levels, saying its financial statements can’t be relied on.bloomberg"
360,Parent Indian Railways’ land sale plan adds to Concor’s near-term woes,"The prospect of a strategic disinvestment and a shift in management control to the private sector generally fans optimism. Not so at Container Corporation of India Ltd (Concor). Its stock has dropped 14% since 20 November when the government gave in-principle approval for a strategic divestment in the company. During the time the Nifty 500 index lost just 5%.Part of the losses can be explained by the deterioration in business environment. Volume growth at the state-run logistics solutions provider came to a standstill in the December quarter. While container volumes improved at major ports in January, sustainability of this recovery remains uncertain. The outbreak of the coronavirus and the impact on trade is seen as a major headwind.Adding to the near-term uncertainty is disinvestment- related transactions.Concor has deep interlinkages with its parent Indian Railways. Many of the company’s facilities are based on land leased from the railways, often at concessional rates. According to a report in The Hindu Business Line, the government plans to direct Concor to purchase railway land on which its facilities are located. The company may have to pay as much as  ₹8,000 crore for the land, points out the report.On the face of it, the move underscores the government’s resolve to proceed with the stake sale. But it can also be aimed at shoring up Indian Railways’ finances. Weak financial condition is forcing the railways to collect advance haulage charges from large customers such as Concor and NTPC Ltd.(Graphic: Satish Kumar/Mint) Transfer of the land can help the railways garner additional cash. “Note that in the past year, Concor and NTPC had boosted the cash position of Indian Railways by paying advance rail haulage charges,"" said Kotak Institutional Equities in a note.But such a transaction can load Concor with debt and reduce its appeal for a prospective buyer. Currently, the firm is estimated to incur land licence fee of  ₹200 crore annually. Land acquisition at circle rates will raise costs.Recovery of additional expenses through tariff hikes in a competitive environment can be tough. Further, tariff hikes in the recent past at several terminals limit the scope for more such increases. “The new owner would want to re-price the container freight offering higher (to compensate for the debt related interest costs); this could have possible impact on volumes given high sensitivity of pricing to volumes,"" said Antique Stock Broking Ltd in a note.Absorption of additional costs without commensurate tariff hikes can hurt profitability. On the positive side, the transaction will pave the way for the strategic divestment, which can help Concor realize its full potential. But a lot depends on the government pursuing this, the price at which this land is transferred and how the firm funds this investment."
361,Why SpiceJet’s shares are indifferent to declining global crude oil prices,"Crude oil prices are game changers for aviation companies’ fortunes. That’s because fuel forms a big chunk of an airline’s operating costs. However, the recent drop in crude prices has not helped SpiceJet Ltd’s shares take off. So far in 2020, Brent Crude prices have declined by 19%. At the same time, the SpiceJet stock has fallen by 34%. What explains?For one, the coronavirus outbreak is expected to hit travel demand, resulting in lower passenger loads on international flights. Airlines across the board are expected to suffer owing to the outbreak and as such SpiceJet is not an exception.According to analysts at JM Financial Institutional Securities Ltd, the international air route mix is 25% in SpiceJet, making it susceptible to the coronavirus outbreak.Sure, the international portfolio of bigger rival, InterGlobe Aviation Ltd, which runs IndiGo, too is at risk. But the InterGlobe stock has declined at a relatively smaller pace of about 8% so far in 2020.Analysts attribute the sharp drop in SpiceJet’s shares to its comparatively weaker financial health. “Sentiments for the stock have not been great after the worse than expected financial performance for the nine month ended December (9MFY20),"" said an analyst, requesting anonymity.(Graphic: Satish Kumar/Mint) For 9M FY20, SpiceJet reported a loss of  ₹128 crore at a time when overall revenues increased by 44% year-on-year to  ₹9,494 crore. On the contrary, InterGlobe has eked out a profit in the same period. What’s more, SpiceJet has recognized nearly  ₹540 crore as compensation receivable from Boeing Co. during 9M FY20 for its 13 grounded Boeing 737 MAX planes. The airline is now looking at a mid-2020 timeline for the likely return of the 737 MAX into service.Needless to say, any delay in receiving compensation from Boeing remains a risk. “The uncertainty over the timeline for resumption of MAX operations is clouding profitability at a time when the sector is facing demand headwinds due to the slowing economy—pricing shows no signs of improvement despite the consolidation in the sector,"" said analysts at SBICAP Securities Ltd in a 14 February report.In the December quarter, SpiceJet’s yields, a pricing measure for airlines, had fallen by 7% year-on-year. Analysts expect yields to remain under pressure from a near-term perspective. Additionally, demand outlook is not rosy. According to the Directorate General of Civil Aviation, passengers carried by domestic airlines grew just 2.2% in January from a year ago.As such, lower crude oil prices can only help to an extent when demand is muted. In this backdrop, the drop in the SpiceJet stock suggests investors are factoring the headwinds adequately."
362,How much tax do you pay on debt investments?,"Any portfolio should have a balanced mix of asset classes. Diversification helps reduce the overall risk. For instance, equity investments tend to give higher returns than all other asset classes over the long run, but they are also riskier. To balance that, one must invest in debt-related products. While these too carry some risk, they are considered safer. Also pay heed to the taxation rules to know what the net returns would be. Any change in rules can affect the reason why you had invested in the product.Here’s a look at the tax rules that apply to some debt-related investment productsGraphic: Santosh Sharma/Mint Click here to view enlarged graphic"
363,Xerox starts tender offer in hostile takeover bid for HP,"SAN FRANCISCO :Xerox Holdings Corp. has started a tender offer for all outstanding shares of HP Inc., escalating a battle for control of the personal computer giant that Xerox executives began considering almost 10 months ago. Xerox has pitched HP investors on a cash-and-stock offer worth $24 a share. For each HP share, a holder would receive $18.40 in cash and 0.149 Xerox shares. The offer is set to expire 21 April, Norwalk, Connecticut-based Xerox said Monday in a statement.The photocopying pioneer has said combining the companies would yield $2 billion in cost savings and more than $1 billion in additional revenue growth. Both hardware companies invented technologies still in use by consumers and office workers, and have struggled in a world increasingly driven by software.HP’s board has rejected Xerox’s offer as undervaluing the Palo Alto, California-based company, and said last week it will return $16 billion to shareholders in an effort to show it can stand on its own. HP executives, however, said they will engage Xerox to discuss a potential combination on their terms.“Our proposal offers progress over entrenchment,"" Xerox chief executive officer John Visentin said in the statement. “HP shareholders will receive $27 billion in immediate, upfront cash while retaining significant, long-term upside through equity ownership in a combined company with greater free cash flow to invest in growth and return to shareholders.""On Monday, HP said in a statement that it will review Xerox’s offer over 10 business days before advising the best course of action for shareholders.Xerox executives first contemplated an acquisition of HP in May 2019, the company said in a regulatory filing. After acquiring a 4% stake in HP, Xerox’s largest shareholder, activist Carl Icahn, called Visentin and HP’s then-CEO on 12 August to say that a merger of the companies would create value.Executives from Xerox and HP met on 12 September to discuss due diligence. HP officials “indicated they had reservations about"" a deal with Xerox because of challenges integrating the Samsung print business that HP bought in 2017, limitations on HP conducting business in China and undisclosed restrictions contained in HP’s agreements with Canon Inc. HP sent Xerox a long list of questions, including requests for information that Xerox found “competitively sensitive"".Xerox refused to answer them without a confidentiality agreement and mutual due diligence. Xerox’s board decided executives shouldn’t engage in discussions with HP or open the company’s books unless the PC maker proposed a deal structure or gave Xerox access for due diligence. Instead, the printing company redoubled efforts to put together an offer to buy HP, which it sent 5 November.Xerox said it has secured financing from Citigroup Inc., Mizuho Financial Group Inc., Bank of America Corp., Mitsubishi UFJ Financial Group Inc., PNC Bank, Credit Agricole, Truist Financial Corp. and SunTrust Robinson Humphrey Inc. for the cash portion of the offer."
364,"Gold prices today surge  ₹1,200 per 10 gram, silver rates soar","Gold prices in India surged today, tracking a global rally after US Fed announced an emergency rate cut to limit the economic damage caused by coronavirus outbreak. Gold also got a boost from a weaker rupee. On MCX, gold futures rose nearly 3% or about  ₹1,200 per gram to  ₹43,149 per 10 gram. Silver futures on MCX also soared 3% or  ₹1,300 per kg to  ₹46,307. Falling for the third consecutive session, the rupee today slumped 43 paise to close at a 16-month low of 73.29 against the US dollar as investor sentiment remained fragile amid concerns over the impact of coronavirus, and rising crude oil prices.Global rates, rupee dollar exchange rate and import duty (currently at 12.5%) determine the domestic price of gold. GST at the rate of 3% is also levied on gold purchases.In global markets, gold prices surged over 3% today after the US Federal Reserve cut interest rates to help cushion the economic damage caused by the coronavirus outbreak. Spot gold climbed 2.8% to $1,634.50 an ounce after rates soared as much as 3.3% earlier in the session. Among other precious metals, silver jumped 3.4% to $17.29 and platinum climbed 1.6% to $873.77 per ounce.Analysts said the rate cut should support gold prices, at least short term and expectations of further action by more action by other central banks.The Fed's move came after Group of Seven finance officials said earlier in the day that they would use all appropriate policy tools to achieve strong, sustainable global growth and safeguard against downside risks posed by the fast-spreading coronavirus.Lower interest rates reduce the opportunity cost of holding non-yielding gold. It also weighs on US yields and the dollar, making gold cheaper for holders of other currencies. The dollar index fell 0.4% to its lowest in nearly 2 months against a basket of currencies.Gold could be poised for further gains once governments announce the details to the major fiscal stimulus response, said Edward Moya, a senior market analyst at broker OANDA, in a note, according to news agency Reuters.  (With Agency Inputs)"
365,Sharp surge in Ipca Lab’s stock prices a much-faster growth pace,"Ipca Laboratories Ltd’s focus on branded generics and active pharmaceutical ingredients (APIs) have distinguished its business from other Indian drug makers. When adverse moves by the US Food and Drug Administration, and issues such as the coronavirus epidemic slam domestic pharma firms, APIs and domestic formulations are seen as sub-segments with better growth sustainability. Nevertheless, investors may be pricing in a much rapid growth, as the Ipca Laboratories’ stock has surged about 76% in just a year.After the coronavirus epidemic surfaced, the API business seems to be one of the draws for investors as firms seek to diversify sourcing from outside China. With 25% of its revenues coming from APIs, Ipca Laboratories has a long way to go in this business. In FY20 so far, its API revenues have grown 33%, which is a good growth rate.The company is expanding its API manufacturing facilities for which it acquired Noble Explochem Ltd, and more land. Ipca Laboratories wants to spend about  ₹400 crore as capital expenditure on these plants. But the benefits from these plants will accrue only after FY22.(Graphic: Naveen Kumar Saini/Mint) Another positive is the fact that Ipca Laboratories does not have to rely too heavily on third-party API sourcing. The drug maker produces about 55% of its API requirements in-house. The coronavirus epidemic will not impact sourcing of APIs also, as the company holds raw material inventory for the next two-three months.A strong domestic formulations business also provides the requisite diversification. Growth in this segment has been on expected lines at about 15% year-on-year in the December quarter. Nevertheless, with about 27% of its domestic business under price control, Ipca Laboratories needs to expand into other therapies to keep its margin profile stronger.Lower reliance on the US for growth as compared to the rest of the world augurs well. As such, its exports were growing at a pace of 25% in Q3.Nevertheless, some of these positives have driven the Ipca Laboratories stock up in the recent past, taking it to a price-earnings multiple of 29.3 times its trailing 12-month earnings. At this price, its stock seems overpriced from the value of the company."
366,Best health plans for a sum insured of  ₹20 lakh for 30 and 45 year olds,"Most financial advisers and planners say that Indians are under-insured in terms of health cover. Some don’t consider it a necessity, some have too small a cover, while some depend only on the corporate cover that their employer provides. But if you plan to go further and buy adequate health cover for yourself, where would you start? How do you buy a health insurance plan? If you settle with the plan your agent sells or are happy knowing you have bought the cheapest plan, there is a bit of unlearning and a lot of learning in store for you. To give you a ready comparison, we designed Mint SecureNow Mediclaim Ratings (MSMR). The full ratings can be seen here. And to read more about them, click here.Let’s take a look at individual policies for a sum insured of  ₹20 lakh for two age categories—30 and 45 years.A rated health plans for you Click here to see the enlarged version of the graphic"
367,Opinion | This is now a public health emergency,"It has taken a slew of sudden cases of suspected Covid-19 infection in various parts of India for the government to wake up to the potential catastrophe that its contagion poses. On Tuesday, Prime Minister Narendra Modi tweeted that he had reviewed India’s preparedness to tackle Covid-19. By doing so, he has flagged the illness as a top concern. Hopefully, this should spur various organs of the administration to swing into action against an outbreak. The government’s response until now had seemed ostrich-like, almost as if looking away from a looming crisis would keep it away. Most of the measures taken so far have been focused on business. In response to a Chinese supply cut-off, the Centre imposed export restrictions on 26 pharmaceutical ingredients. This is not just about factories shut down, commerce disrupted and travel plans put off, though. This is about health. As the virus fans out, what is needed is a nationwide alert and set of protocols to keep people out of harm’s way. Apart from Delhi, cities such as Bengaluru and Agra began flashing red on the risk map on Tuesday. How much further it goes is anybody’s guess, but patterns in other countries suggest that it may be a long while before Indians feel safe. Panic must not take hold. To ensure this, it is imperative for the Centre to formulate a containment strategy, engage citizens on the menace, and issue clear guidelines. Communication will play a key role. Ever since the epidemic first erupted in China, it was feared that the rest of the world would not be able to escape exposure. That is exactly how it has turned out. At last count, the virus had spread to 70 countries. While some are hit more than others, with Italy, South Korea, Japan, and Iran reeling under the impact of Covid-19, it is now obvious that every government around the globe must push its healthcare system into battle mode against what is fast acquiring pandemic status. India is no exception. Some had assumed that warmer places were somehow safer. While it is true that colder cities have suffered more, such talk does little other than add to the complacency that appears to have prevailed all these weeks. If anything, India’s creaky healthcare apparatus would make the country all the more vulnerable to Covid-19. Other factors such as population density and illiteracy do not offer much comfort either. Unless the government has quietly run training camps for health professionals, marked out and made space for special wards, acquired test kits in vast quantities, and stockpiled protective suits, medicines and other materials, it is likely that our public health infrastructure will be quickly overwhelmed by a groundswell of infections, should it come to that.Perhaps it’s not too late to learn from countries that quickly restricted the virus to just a few early cases. Singapore is said to have taken exemplary measures. It adopted extensive surveillance and contact-tracing methods to detect and quarantine suspected and confirmed cases. Some of that may not be replicable in a country as big as India, but what proved most effective was how citizens and businesses were kept in the loop with advisories, notices and updates. All of it was part of a coordinated campaign calibrated to maximize safety and minimize economic disruption. No two nations are alike. However, the basic principles are the same. It takes the cooperation of people and earning their trust means reaching out."
368,The flawed concept of demonetization,"Mumbai: It is evident that the decision to implement demonetization was thrust upon the Reserve Bank of India (RBI) as the ATMs ran out of cash while rules and notifications regarding withdrawals and deposits changed frequently, says Amartya Lahiri, economist and former head of RBI think-tank Centre For Advanced Financial Research And Learning (Cafral), in his new study. The research, which has added to the growing consensus about the failure of demonetization, uses data from different sources to highlight the disruption the reform has caused.The fact that demonetization had limited impact on its stated goals is proof that it was poorly conceptualized, says Lahiri, who is currently professor at the University of British Columbia.The most important goal of demonetization was to purge India of black money, but that did not happen as over 99% of demonetized currency returned to the banking system. Demonetization was also meant to bring more people under the tax net and drive up tax revenue. However, this effect was muted as both direct and indirect tax saw no marked deviation from its past trends. Neither did demonetization have a significant impact on digitization and counterfeit currency. Demonetization may have been successful in pushing up the number of digital transactions, but the value of transactions has not changed significantly.In the short-run, demonetization hurt economic activity. Even after the additional deposits from demonetization, bank credit did not pick up. Similarly, labour market data also suggests that around 15 million people exited the labour force during this period. These effects could have been negated slightly with better conceptualization, the research suggests. The author argues that demonetizing just the  ₹1,000 currency notes could have been less disruptive.Also read: The Great Indian DemonetizationSnap Fact features new and interesting reads from the world of research."
369,Delhi HC seeks response from Centre on plea seeking uniform road tax,"New Delhi: The Delhi High court on Tuesday sought response from Centre on a plea seeking a policy on uniform road tax for the private vehicles all over India. The plea also seeks direction to Centre to keep a unified online database for vehicles registered all over India so that if a vehicle registered at the RTO office of one state get registered in another state, the lifetime road tax paid in previous state may automatically be paid by the previous state to the new state.The petition is filed by Aam Aadmi Party (AAP) leader Deepak Bajpai.“...if anyone shifts to another city with a personal vehicle, the owner is required to re-register the vehicle; this involves getting a no-objection certificate from the Regional Transport Office (RTO) where the vehicle was originally registered, repaying tax in the newer place, and getting a new vehicle number,"" the plea reads.This plea said that as per Section 47 of the Motor Vehicles Act, 1988 the vehicle owner has to seek a new registration mark for motor vehicles under new Transport Authority in case the vehicle is transferred to a new state and kept for more than 12 months after taking No objection from the RTO of the previous state.This further entails payment of one road tax again to the new state irrespective of the fact that the vehicle owner had already paid onetime road tax in the earlier state, it said“This regulatory requirement of making people change their vehicle registration when there is a change in address exists as different States have different tax structures for vehicles. The idea is to discourage people from buying vehicles from those States where the taxes are lower, making the vehicle cheaper. Hence a Uniform road tax for the private vehicles all over India is a dire need in order to prevent harassment of those who due to bonafide personal or professional reasons shift to other states,"" it further added.“It is submitted that the Uniform road tax will discourage buyers to get their vehicles other than their home states that have the comparatively lower rate of one-time road tax,"" the plea said."
